MorphID,SpID,Sex,N,ExpC,Peso,Acom,TotC,AlCdo,PrfP,AlAnc,AlLgo,Rasp,Rform,WiLo,Wtap,AlArea,ColaL,PataE,TarsL
16381,Heliodoxa imperatrix,Macho,1,9999,8.6,9999,9999,68,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16382,Heliodoxa imperatrix,Macho,1,9999,8.6,9999,9999,68,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16383,Heliodoxa imperatrix,Hembra,1,9999,8.7,9999,32.7,69,9999,9999,9999,9999,9999,9999,9999,9999,54,9999,9999
16384,Heliodoxa imperatrix,Hembra,1,9999,8.5,9999,34.1,69,9999,9999,9999,9999,9999,9999,9999,9999,54,9999,9999
16385,Heliodoxa imperatrix,Hembra,1,9999,8.3,9999,34.7,69,9999,9999,9999,9999,9999,9999,9999,9999,54,9999,9999
16386,Heliodoxa imperatrix,Hembra,1,9999,5,9999,3.02,70,9999,9999,9999,9999,9999,9999,9999,9999,52.2,9999,9999
16387,Heliodoxa imperatrix,Hembra,1,9999,9,9999,26.1,70,9999,9999,9999,9999,9999,9999,9999,9999,76,9999,9999
16388,Heliodoxa imperatrix,Indefinido,1,9999,8,9999,27.1,70,9999,9999,9999,9999,9999,9999,9999,9999,52.1,9999,9999
16389,Heliodoxa imperatrix,Indefinido,1,9999,7.5,9999,27.4,70,9999,9999,9999,9999,9999,9999,9999,9999,53.5,9999,9999
16390,Heliodoxa imperatrix,Hembra,1,9999,8.1,9999,33.5,70,9999,9999,9999,9999,9999,9999,9999,9999,61,9999,9999
16391,Heliodoxa imperatrix,Hembra,1,9999,8.9,9999,35.1,70,9999,9999,9999,9999,9999,9999,9999,9999,56,9999,9999
16392,Heliodoxa imperatrix,Hembra,1,9999,8.9,9999,35.1,70,9999,9999,9999,9999,9999,9999,9999,9999,56,9999,9999
16393,Heliodoxa imperatrix,Hembra,1,9999,8.5,9999,36.9,70,9999,9999,9999,9999,9999,9999,9999,9999,56,9999,9999
16394,Heliodoxa imperatrix,Hembra,1,9999,8.5,9999,36.9,70,9999,9999,9999,9999,9999,9999,9999,9999,56,9999,9999
16395,Heliodoxa imperatrix,Hembra,1,9999,9.4,9999,9999,70,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16396,Heliodoxa imperatrix,Hembra,1,9999,9.4,9999,9999,70,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16397,Heliodoxa imperatrix,Hembra,1,9999,9,9999,35.3,71,9999,9999,9999,9999,9999,9999,9999,9999,62,9999,9999
16398,Heliodoxa imperatrix,Hembra,1,9999,9,9999,35.3,71,9999,9999,9999,9999,9999,9999,9999,9999,62,9999,9999
16399,Heliodoxa imperatrix,Macho,1,9999,8.94,9999,25,72,9999,9999,9999,9999,9999,9999,9999,9999,72.3,9999,9999
16400,Heliodoxa imperatrix,Macho,1,9999,8.94,9999,25,72,9999,9999,9999,9999,9999,9999,9999,9999,72.3,9999,9999
16401,Heliodoxa imperatrix,Hembra,1,9999,9.3,9999,36.3,72,9999,9999,9999,9999,9999,9999,9999,9999,59,9999,9999
16402,Heliodoxa imperatrix,Hembra,1,9999,9.3,9999,36.3,72,9999,9999,9999,9999,9999,9999,9999,9999,59,9999,9999
16403,Heliodoxa imperatrix,Macho,1,9999,8.2,9999,23.5,73,9999,9999,9999,9999,9999,9999,9999,9999,75,9999,9999
16404,Heliodoxa imperatrix,Macho,1,9999,8.7,9999,25.9,74,9999,9999,9999,9999,9999,9999,9999,9999,74.3,9999,9999
16405,Heliodoxa imperatrix,Macho,1,9999,8.7,9999,25.9,74,9999,9999,9999,9999,9999,9999,9999,9999,74.3,9999,9999
16406,Heliodoxa imperatrix,Indefinido,1,9999,9.71,9999,27.1,76,9999,9999,9999,9999,9999,9999,9999,9999,74.3,9999,9999
16407,Heliodoxa imperatrix,Hembra,1,9999,8.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16408,Heliodoxa imperatrix,Hembra,1,9999,8.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16409,Heliodoxa leadbeateri,Hembra,1,9999,6,9999,26,64,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,5.5
16410,Heliodoxa leadbeateri,Hembra,1,9999,6,9999,24,65,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16411,Heliodoxa leadbeateri,Hembra,1,9999,7,9999,26,65,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,6
16412,Heliodoxa leadbeateri,Macho,1,9999,6,9999,21.5,70,9999,9999,9999,9999,9999,9999,9999,9999,50,9999,5
16413,Heliomaster longirostris,Indefinido,1,9999,6.2,9999,36.5,54,9999,9999,9999,9999,9999,9999,9999,9999,30.8,9999,9999
16414,Heliomaster longirostris,Macho,1,9999,7.5,9999,34.7,58,9999,9999,9999,9999,9999,9999,9999,9999,29.1,9999,9999
16415,Heliomaster longirostris,Macho,1,9999,6.3,9999,33.5,60,9999,9999,9999,9999,9999,9999,9999,9999,30.3,9999,9999
16416,Heliomaster longirostris,Indefinido,1,9999,6.9,9999,40,60,9999,9999,9999,9999,9999,9999,9999,9999,31.7,9999,9999
16417,Heliomaster longirostris,Indefinido,1,9999,7,9999,42.7,60,9999,9999,9999,9999,9999,9999,9999,9999,60,9999,9999
16418,Heliomaster longirostris,Macho,1,9999,8.1,9999,42.8,62,9999,9999,9999,9999,9999,9999,9999,9999,62,9999,9999
16419,Heliothryx barroti,Macho,1,9999,5.2,9999,19.5,63,9999,9999,9999,9999,9999,9999,9999,9999,37.5,9999,9999
16420,Hylocharis cyanus,Hembra,1,9999,3.1,9999,18.4,47,9999,9999,9999,9999,9999,9999,9999,9999,26.4,9999,9999
16421,Hylocharis cyanus,Macho,1,9999,3.4,9999,17,48,9999,9999,9999,9999,9999,9999,9999,9999,26,9999,9999
16422,Hylocharis cyanus,Macho,1,9999,3.5,9999,17,49,9999,9999,9999,9999,9999,9999,9999,9999,24.9,9999,9999
16423,Hylocharis cyanus,Macho,1,9999,3.2,9999,17.3,49,9999,9999,9999,9999,9999,9999,9999,9999,24.9,9999,9999
16424,Hylocharis cyanus,Macho,1,9999,3.9,9999,17.9,49,9999,9999,9999,9999,9999,9999,9999,9999,25.8,9999,9999
16425,Hylocharis cyanus,Macho,1,9999,3.3,9999,20.9,49,9999,9999,9999,9999,9999,9999,9999,9999,27.4,9999,9999
16426,Hylocharis cyanus,Macho,1,9999,3.8,9999,20.5,50,9999,9999,9999,9999,9999,9999,9999,9999,29.2,9999,9999
16427,Lafresnaya lafresnayi,Hembra,1,9999,4.6,9999,31.5,56,9999,9999,9999,9999,9999,9999,9999,9999,35,9999,9999
16428,Lafresnaya lafresnayi,Hembra,1,9999,4.8,9999,28.2,57,9999,9999,9999,9999,9999,9999,9999,9999,34.7,9999,9999
16429,Lafresnaya lafresnayi,Hembra,1,9999,4.4,9999,31.4,57,9999,9999,9999,9999,9999,9999,9999,9999,39.4,9999,9999
16430,Lafresnaya lafresnayi,Macho,1,9999,7,9999,29.2,58,9999,9999,9999,9999,9999,9999,9999,9999,33.7,9999,9999
16431,Lafresnaya lafresnayi,Hembra,1,9999,6.5,9999,27.5,59,9999,9999,9999,9999,9999,9999,9999,9999,41.5,9999,9999
16432,Lafresnaya lafresnayi,Hembra,1,9999,5.1,9999,28.6,59,9999,9999,9999,9999,9999,9999,9999,9999,36.2,9999,9999
16433,Lafresnaya lafresnayi,Hembra,1,9999,9999,9999,32.2,59,9999,9999,9999,9999,9999,9999,9999,9999,36.3,9999,9999
16434,Lafresnaya lafresnayi,Hembra,1,9999,9999,9999,32.21,59,9999,9999,9999,9999,9999,9999,9999,9999,36.3,9999,9999
16435,Lafresnaya lafresnayi,Hembra,1,9999,5,9999,27.4,60,9999,9999,9999,9999,9999,9999,9999,9999,33.4,9999,9999
16436,Lafresnaya lafresnayi,Hembra,1,9999,4.6,9999,27.7,60,9999,9999,9999,9999,9999,9999,9999,9999,33.6,9999,9999
16437,Lafresnaya lafresnayi,Hembra,1,9999,4.6,9999,28.4,60,9999,9999,9999,9999,9999,9999,9999,9999,32.7,9999,9999
16438,Lafresnaya lafresnayi,Macho,1,9999,5.4,9999,28.5,60,9999,9999,9999,9999,9999,9999,9999,9999,42.4,9999,9999
16439,Lafresnaya lafresnayi,Hembra,1,9999,5.6,9999,28.6,60,9999,9999,9999,9999,9999,9999,9999,9999,33,9999,9999
16440,Lafresnaya lafresnayi,Hembra,1,9999,4.9,9999,29.2,60,9999,9999,9999,9999,9999,9999,9999,9999,34.4,9999,9999
16441,Lafresnaya lafresnayi,Hembra,1,9999,4.8,9999,30.2,60,9999,9999,9999,9999,9999,9999,9999,9999,32.7,9999,9999
16442,Lafresnaya lafresnayi,Hembra,1,9999,5.1,9999,34.2,60,9999,9999,9999,9999,9999,9999,9999,9999,60,9999,9999
16443,Lafresnaya lafresnayi,Hembra,1,9999,4.8,9999,34.8,60,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16444,Lafresnaya lafresnayi,Hembra,1,9999,5.1,9999,35.5,60,9999,9999,9999,9999,9999,9999,9999,9999,38,9999,9999
16445,Lafresnaya lafresnayi,Hembra,1,9999,5,9999,9999,60,9999,9999,9999,9999,9999,9999,9999,9999,60,9999,9999
16446,Lafresnaya lafresnayi,Macho,1,9999,9999,9999,9999,60,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16447,Lafresnaya lafresnayi,Macho,1,9999,9999,9999,9999,60,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16448,Lafresnaya lafresnayi,Macho,1,9999,9999,9999,9999,60,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16449,Lafresnaya lafresnayi,Macho,1,9999,9999,9999,9999,60,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16450,Lafresnaya lafresnayi,Hembra,1,9999,9999,9999,9999,60,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16451,Lafresnaya lafresnayi,Hembra,1,9999,9999,9999,9999,60,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16452,Lafresnaya lafresnayi,Hembra,1,9999,5.3,9999,26.8,61,9999,9999,9999,9999,9999,9999,9999,9999,34,9999,9999
16453,Lafresnaya lafresnayi,Hembra,1,9999,5.2,9999,27.6,61,9999,9999,9999,9999,9999,9999,9999,9999,34.4,9999,9999
16454,Lafresnaya lafresnayi,Hembra,1,9999,4.2,9999,28.5,61,9999,9999,9999,9999,9999,9999,9999,9999,33.9,9999,9999
16455,Lafresnaya lafresnayi,Hembra,1,9999,5,9999,30.6,61,9999,9999,9999,9999,9999,9999,9999,9999,34.9,9999,9999
16456,Lafresnaya lafresnayi,Hembra,1,9999,5.8,9999,31.5,61,9999,9999,9999,9999,9999,9999,9999,9999,38.5,9999,9999
16457,Lafresnaya lafresnayi,Hembra,1,9999,5.8,9999,31.5,61,9999,9999,9999,9999,9999,9999,9999,9999,38.5,9999,9999
16458,Lafresnaya lafresnayi,Hembra,1,9999,4.8,9999,31.7,61,9999,9999,9999,9999,9999,9999,9999,9999,38.8,9999,9999
16459,Lafresnaya lafresnayi,Hembra,1,9999,3.2,9999,33.1,61,9999,9999,9999,9999,9999,9999,9999,9999,39.3,9999,9999
16460,Lafresnaya lafresnayi,Hembra,1,9999,5.2,9999,33.4,61,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16461,Lafresnaya lafresnayi,Macho,1,9999,6.1,9999,33.5,61,9999,9999,9999,9999,9999,9999,9999,9999,39.4,9999,9999
16462,Lafresnaya lafresnayi,Macho,1,9999,6,9999,34,61,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16463,Lafresnaya lafresnayi,Hembra,1,9999,6.4,9999,28.6,62,9999,9999,9999,9999,9999,9999,9999,9999,37.1,9999,9999
16464,Lafresnaya lafresnayi,Hembra,1,9999,5.3,9999,28.7,62,9999,9999,9999,9999,9999,9999,9999,9999,35,9999,9999
16465,Lafresnaya lafresnayi,Macho,1,9999,5.8,9999,28.7,62,9999,9999,9999,9999,9999,9999,9999,9999,40.2,9999,9999
16466,Lafresnaya lafresnayi,Hembra,1,9999,4.8,9999,30.5,62,9999,9999,9999,9999,9999,9999,9999,9999,36,9999,9999
16467,Lafresnaya lafresnayi,Hembra,1,9999,5.5,9999,30.7,62,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16468,Lafresnaya lafresnayi,Hembra,1,9999,5.5,9999,30.7,62,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16469,Lafresnaya lafresnayi,Macho,1,9999,5.7,9999,30.8,62,9999,9999,9999,9999,9999,9999,9999,9999,40.1,9999,9999
16470,Lafresnaya lafresnayi,Hembra,1,9999,4.7,9999,31.6,62,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16471,Lafresnaya lafresnayi,Hembra,1,9999,5.3,9999,31.6,62,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16472,Lafresnaya lafresnayi,Hembra,1,9999,5.3,9999,31.6,62,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16473,Lafresnaya lafresnayi,Hembra,1,9999,5.1,9999,32,62,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16474,Lafresnaya lafresnayi,Macho,1,9999,5.6,9999,32.8,62,9999,9999,9999,9999,9999,9999,9999,9999,37.8,9999,9999
16475,Lafresnaya lafresnayi,Hembra,1,9999,5.6,9999,33.2,62,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16476,Lafresnaya lafresnayi,Hembra,1,9999,5.6,9999,33.2,62,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16477,Lafresnaya lafresnayi,Macho,1,9999,5.1,9999,33.9,62,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16478,Lafresnaya lafresnayi,Hembra,1,9999,5,9999,34.3,62,9999,9999,9999,9999,9999,9999,9999,9999,42,9999,9999
16479,Lafresnaya lafresnayi,Macho,1,9999,4.8,9999,35.1,62,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16480,Lafresnaya lafresnayi,Hembra,1,9999,4.9,9999,35.1,62,9999,9999,9999,9999,9999,9999,9999,9999,62,9999,9999
16481,Lafresnaya lafresnayi,Macho,1,9999,5.9,9999,36.7,62,9999,9999,9999,9999,9999,9999,9999,9999,41.1,9999,9999
16482,Lafresnaya lafresnayi,Hembra,1,9999,5.2,9999,36.9,62,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16483,Lafresnaya lafresnayi,Macho,1,9999,5.3,9999,26.4,63,9999,9999,9999,9999,9999,9999,9999,9999,40.4,9999,9999
16484,Lafresnaya lafresnayi,Macho,1,9999,5.7,9999,26.6,63,9999,9999,9999,9999,9999,9999,9999,9999,38.2,9999,9999
16485,Lafresnaya lafresnayi,Macho,1,9999,5.7,9999,27.2,63,9999,9999,9999,9999,9999,9999,9999,9999,40.4,9999,9999
16486,Lafresnaya lafresnayi,Macho,1,9999,5.5,9999,27.9,63,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16487,Lafresnaya lafresnayi,Macho,1,9999,5,9999,28.2,63,9999,9999,9999,9999,9999,9999,9999,9999,38,9999,9999
16488,Lafresnaya lafresnayi,Macho,1,9999,6,9999,28.6,63,9999,9999,9999,9999,9999,9999,9999,9999,43.9,9999,9999
16489,Lafresnaya lafresnayi,Macho,1,9999,5.9,9999,28.9,63,9999,9999,9999,9999,9999,9999,9999,9999,38.5,9999,9999
16490,Lafresnaya lafresnayi,Macho,1,9999,5.9,9999,28.9,63,9999,9999,9999,9999,9999,9999,9999,9999,38.5,9999,9999
16491,Lafresnaya lafresnayi,Macho,1,9999,5.2,9999,29.7,63,9999,9999,9999,9999,9999,9999,9999,9999,38.6,9999,9999
16492,Lafresnaya lafresnayi,Macho,1,9999,9999,9999,30,63,9999,9999,9999,9999,9999,9999,9999,9999,40.9,9999,9999
16493,Lafresnaya lafresnayi,Macho,1,9999,9999,9999,30.3,63,9999,9999,9999,9999,9999,9999,9999,9999,38.7,9999,9999
16494,Lafresnaya lafresnayi,Macho,1,9999,9999,9999,30.3,63,9999,9999,9999,9999,9999,9999,9999,9999,38.7,9999,9999
16495,Lafresnaya lafresnayi,Macho,1,9999,5.7,9999,30.6,63,9999,9999,9999,9999,9999,9999,9999,9999,37.4,9999,9999
16496,Lafresnaya lafresnayi,Macho,1,9999,6.3,9999,30.7,63,9999,9999,9999,9999,9999,9999,9999,9999,36.5,9999,9999
16497,Lafresnaya lafresnayi,Hembra,1,9999,6.3,9999,30.7,63,9999,9999,9999,9999,9999,9999,9999,9999,41.3,9999,9999
16498,Lafresnaya lafresnayi,Hembra,1,9999,5.5,9999,32.5,63,9999,9999,9999,9999,9999,9999,9999,9999,38,9999,9999
16499,Lafresnaya lafresnayi,Hembra,1,9999,3.6,9999,33.5,63,9999,9999,9999,9999,9999,9999,9999,9999,39.3,9999,9999
16500,Lafresnaya lafresnayi,Hembra,1,9999,5.6,9999,34.1,63,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16501,Lafresnaya lafresnayi,Hembra,1,9999,5.2,9999,34.4,63,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16502,Lafresnaya lafresnayi,Hembra,1,9999,5.5,9999,34.5,63,9999,9999,9999,9999,9999,9999,9999,9999,35.9,9999,9999
16503,Lafresnaya lafresnayi,Hembra,1,9999,9999,9999,9999,63,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16504,Lafresnaya lafresnayi,Hembra,1,9999,9999,9999,9999,63,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16505,Lafresnaya lafresnayi,Macho,1,9999,5,9999,25.2,64,9999,9999,9999,9999,9999,9999,9999,9999,33.1,9999,9999
16506,Lafresnaya lafresnayi,Macho,1,9999,5.2,9999,26.2,64,9999,9999,9999,9999,9999,9999,9999,9999,36.7,9999,9999
16507,Lafresnaya lafresnayi,Hembra,1,9999,5,9999,27.6,64,9999,9999,9999,9999,9999,9999,9999,9999,37.8,9999,9999
16508,Lafresnaya lafresnayi,Macho,1,9999,5.5,9999,28.1,64,9999,9999,9999,9999,9999,9999,9999,9999,41.3,9999,9999
16509,Lafresnaya lafresnayi,Hembra,1,9999,5.9,9999,29.5,64,9999,9999,9999,9999,9999,9999,9999,9999,39.2,9999,9999
16510,Lafresnaya lafresnayi,Macho,1,9999,6.6,9999,29.8,64,9999,9999,9999,9999,9999,9999,9999,9999,38.4,9999,9999
16511,Lafresnaya lafresnayi,Hembra,1,9999,5.8,9999,30.8,64,9999,9999,9999,9999,9999,9999,9999,9999,38,9999,9999
16512,Lafresnaya lafresnayi,Hembra,1,9999,5.8,9999,30.8,64,9999,9999,9999,9999,9999,9999,9999,9999,38,9999,9999
16513,Lafresnaya lafresnayi,Hembra,1,9999,5.5,9999,31,64,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16514,Lafresnaya lafresnayi,Hembra,1,9999,5.5,9999,31,64,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16515,Lafresnaya lafresnayi,Macho,1,9999,5.2,9999,31.5,64,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16516,Lafresnaya lafresnayi,Hembra,1,9999,5.3,9999,31.5,64,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16517,Lafresnaya lafresnayi,Macho,1,9999,5.5,9999,31.6,64,9999,9999,9999,9999,9999,9999,9999,9999,42.2,9999,9999
16518,Lafresnaya lafresnayi,Macho,1,9999,5.1,9999,32,64,9999,9999,9999,9999,9999,9999,9999,9999,40.5,9999,9999
16519,Lafresnaya lafresnayi,Hembra,1,9999,5.3,9999,32.1,64,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16520,Lafresnaya lafresnayi,Hembra,1,9999,9999,9999,32.1,64,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16521,Lafresnaya lafresnayi,Hembra,1,9999,9999,9999,32.1,64,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16522,Lafresnaya lafresnayi,Hembra,1,9999,5.1,9999,32.3,64,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16523,Lafresnaya lafresnayi,Hembra,1,9999,5.1,9999,32.3,64,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16524,Lafresnaya lafresnayi,Hembra,1,9999,3.4,9999,32.6,64,9999,9999,9999,9999,9999,9999,9999,9999,37.6,9999,9999
16525,Lafresnaya lafresnayi,Hembra,1,9999,5.4,9999,32.7,64,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16526,Lafresnaya lafresnayi,Hembra,1,9999,5.5,9999,32.7,64,9999,9999,9999,9999,9999,9999,9999,9999,44.9,9999,9999
16527,Lafresnaya lafresnayi,Hembra,1,9999,5.6,9999,32.9,64,9999,9999,9999,9999,9999,9999,9999,9999,41.5,9999,9999
16528,Lafresnaya lafresnayi,Macho,1,9999,5.7,9999,33.3,64,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16529,Lafresnaya lafresnayi,Macho,1,9999,5.3,9999,34.7,64,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16530,Lafresnaya lafresnayi,Hembra,1,9999,5.1,9999,9999,64,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16531,Lafresnaya lafresnayi,Macho,1,9999,5.9,9999,9999,64,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16532,Lafresnaya lafresnayi,Hembra,1,9999,7.4,9999,26.1,65,9999,9999,9999,9999,9999,9999,9999,9999,36.2,9999,9999
16533,Lafresnaya lafresnayi,Hembra,1,9999,5.1,9999,26.7,65,9999,9999,9999,9999,9999,9999,9999,9999,33.6,9999,9999
16534,Lafresnaya lafresnayi,Hembra,1,9999,28,9999,27.8,65,9999,9999,9999,9999,9999,9999,9999,9999,33.5,9999,9999
16535,Lafresnaya lafresnayi,Macho,1,9999,5.4,9999,29.2,65,9999,9999,9999,9999,9999,9999,9999,9999,43.3,9999,9999
16536,Lafresnaya lafresnayi,Macho,1,9999,5.3,9999,29.4,65,9999,9999,9999,9999,9999,9999,9999,9999,38.6,9999,9999
16537,Lafresnaya lafresnayi,Hembra,1,9999,5.8,9999,31.2,65,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16538,Lafresnaya lafresnayi,Hembra,1,9999,5.8,9999,31.2,65,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16539,Lafresnaya lafresnayi,Macho,1,9999,9999,9999,31.3,65,9999,9999,9999,9999,9999,9999,9999,9999,39.7,9999,9999
16540,Lafresnaya lafresnayi,Macho,1,9999,9999,9999,31.3,65,9999,9999,9999,9999,9999,9999,9999,9999,39.7,9999,9999
16541,Lafresnaya lafresnayi,Macho,1,9999,5.8,9999,31.4,65,9999,9999,9999,9999,9999,9999,9999,9999,401,9999,9999
16542,Lafresnaya lafresnayi,Hembra,1,9999,5.7,9999,34.7,65,9999,9999,9999,9999,9999,9999,9999,9999,40,9999,9999
16543,Lafresnaya lafresnayi,Macho,1,9999,3.4,9999,35,65,9999,9999,9999,9999,9999,9999,9999,9999,35.5,9999,9999
16544,Lafresnaya lafresnayi,Hembra,1,9999,5.4,9999,35.4,65,9999,9999,9999,9999,9999,9999,9999,9999,26,9999,9999
16545,Lafresnaya lafresnayi,Hembra,1,9999,5.7,9999,35.4,65,9999,9999,9999,9999,9999,9999,9999,9999,38,9999,9999
16546,Lafresnaya lafresnayi,Macho,1,9999,5.4,9999,35.5,65,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16547,Lafresnaya lafresnayi,Macho,1,9999,5.8,9999,35.6,65,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16548,Lafresnaya lafresnayi,Macho,1,9999,5.5,9999,26.5,66,9999,9999,9999,9999,9999,9999,9999,9999,36.9,9999,9999
16549,Lafresnaya lafresnayi,Macho,1,9999,5,9999,27.6,66,9999,9999,9999,9999,9999,9999,9999,9999,35.5,9999,9999
16550,Lafresnaya lafresnayi,Hembra,1,9999,5.5,9999,28.2,66,9999,9999,9999,9999,9999,9999,9999,9999,43.2,9999,9999
16551,Lafresnaya lafresnayi,Macho,1,9999,5.8,9999,29.1,66,9999,9999,9999,9999,9999,9999,9999,9999,37,9999,9999
16552,Lafresnaya lafresnayi,Macho,1,9999,5.6,9999,30.6,66,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16553,Lafresnaya lafresnayi,Macho,1,9999,6,9999,35.2,66,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16554,Lafresnaya lafresnayi,Macho,1,9999,6.2,9999,35.8,66,9999,9999,9999,9999,9999,9999,9999,9999,41,9999,9999
16555,Lafresnaya lafresnayi,Macho,1,9999,6,9999,9999,66,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
16556,Lafresnaya lafresnayi,Hembra,1,9999,5.9,9999,29.3,67,9999,9999,9999,9999,9999,9999,9999,9999,38.4,9999,9999
16557,Lafresnaya lafresnayi,Hembra,1,9999,10.4,9999,29.7,67,9999,9999,9999,9999,9999,9999,9999,9999,39.3,9999,9999
16558,Lafresnaya lafresnayi,Macho,1,9999,6.1,9999,32.2,67,9999,9999,9999,9999,9999,9999,9999,9999,43,9999,9999
16559,Lafresnaya lafresnayi,Macho,1,9999,5.4,9999,33.1,67,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16560,Lafresnaya lafresnayi,Macho,1,9999,5.4,9999,33.1,67,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16561,Lafresnaya lafresnayi,Hembra,1,9999,5.4,9999,34.6,67,9999,9999,9999,9999,9999,9999,9999,9999,39,9999,9999
16562,Lafresnaya lafresnayi,Hembra,1,9999,5.7,9999,28.3,68,9999,9999,9999,9999,9999,9999,9999,9999,38.7,9999,9999
16563,Lafresnaya lafresnayi,Macho,1,9999,5.8,9999,31.8,68,9999,9999,9999,9999,9999,9999,9999,9999,39.5,9999,9999
16564,Lafresnaya lafresnayi,Hembra,1,9999,29,9999,29.6,69,9999,9999,9999,9999,9999,9999,9999,9999,33.9,9999,3.4
16565,Lafresnaya lafresnayi,Hembra,1,9999,5.7,9999,35.4,70,9999,9999,9999,9999,9999,9999,9999,9999,44,9999,9999
16566,Lafresnaya lafresnayi,Hembra,1,9999,8,9999,26.5,73,9999,9999,9999,9999,9999,9999,9999,9999,45,9999,9999
16567,Lafresnaya lafresnayi,Hembra,1,9999,6.9,9999,42.2,74,9999,9999,9999,9999,9999,9999,9999,9999,46,9999,9999
16568,Lafresnaya lafresnayi,Indefinido,1,9999,29.4,9999,31.3,102,9999,9999,9999,9999,9999,9999,9999,9999,84.6,9999,18.6
16569,Lafresnaya lafresnayi,Macho,1,9999,5.7,9999,32.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,42.4,9999,9999
16570,Lesbia nuna,Hembra,1,9999,3.5,9999,15,51,9999,9999,9999,9999,9999,9999,9999,9999,80.4,9999,9999
16571,Metallura tyrianthina,Hembra,1,9999,3.5,9999,10.5,45,9999,9999,9999,9999,9999,9999,9999,9999,32.2,9999,9999
16572,Metallura tyrianthina,Hembra,1,9999,3.2,9999,13,46,9999,9999,9999,9999,9999,9999,9999,9999,33.8,9999,9999
16573,Metallura tyrianthina,Macho,1,9999,3.2,9999,16.1,46,9999,9999,9999,9999,9999,9999,9999,9999,19,9999,9999
16574,Metallura tyrianthina,Hembra,1,9999,3,9999,10.4,47,9999,9999,9999,9999,9999,9999,9999,9999,28.8,9999,14.1
