MorphID,SpID,Sex,N,ExpC,Peso,Acom,TotC,AlCdo,PrfP,AlAnc,AlLgo,Rasp,Rform,WiLo,Wtap,AlArea,ColaL,PataE,TarsL
1326,Heliangelus amethysticollis,Indefinido,1,9999,4.8,3.2,20.5,9999,1.5,9999,60,9999,9999,9999,9999,9999,39,9999,5.4
1327,Heliangelus amethysticollis,Indefinido,1,9999,5.2,3.8,20.5,9999,1.5,9999,61,9999,9999,9999,9999,9999,37,9999,5.4
1328,Metallura tyrianthina,Macho,1,9999,3.2,4.2,13.4,9999,1.3,9999,52,9999,9999,9999,9999,9999,46,9999,4.7
1329,Metallura tyrianthina,Hembra,1,9999,3.4,2.9,11.6,9999,1.2,9999,52,9999,9999,9999,9999,9999,35,9999,4.7
1330,Heliangelus amethysticollis,Indefinido,1,9999,5.8,3.8,20.1,9999,1.8,9999,65,9999,9999,9999,9999,9999,44,9999,0.2
1331,Metallura tyrianthina,Indefinido,1,9999,3.4,2.8,12.5,9999,1.2,9999,54,9999,9999,9999,9999,9999,43,9999,3.9
1332,Lafresnaya lafresnayi,Hembra,1,9999,5.7,4.3,29.6,9999,1.8,9999,65,9999,9999,9999,9999,9999,83,9999,4.9
1333,Metallura tyrianthina,Macho,1,9999,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1334,Colibri thalassinus,Indefinido,1,9999,4.4,3.9,24.8,9999,1.6,9999,60,9999,9999,9999,9999,9999,38,9999,4
1335,Metallura tyrianthina,Macho,1,9999,3.2,3.8,12.9,9999,1.4,9999,58,9999,9999,9999,9999,9999,40.3,9999,4.6
1336,Metallura tyrianthina,Hembra,1,9999,3.2,3.1,13.6,9999,1.4,9999,49,9999,9999,9999,9999,9999,34,9999,4.8
1337,Coeligena bonapartei,Macho,1,9999,6.8,4.7,31.9,9999,2.4,9999,77,9999,9999,9999,9999,9999,38.7,9999,4.6
1338,Metallura tyrianthina,Macho,1,9999,3.6,3.1,13.6,9999,1.2,9999,57,9999,9999,9999,9999,9999,40,9999,3.8
1339,Metallura tyrianthina,Hembra,1,9999,3.4,3.6,13.5,9999,1.2,9999,55,9999,9999,9999,9999,9999,40,9999,4.1
1340,Metallura tyrianthina,Macho,1,9999,4.2,4.2,12.5,9999,1.6,9999,57,9999,9999,9999,9999,9999,36.5,9999,4.1
1341,Lafresnaya lafresnayi,Hembra,1,9999,5.4,3.7,29.7,9999,1.8,9999,61,9999,9999,9999,9999,9999,41,9999,4.8
1342,Lafresnaya lafresnayi,Hembra,1,9999,5.8,3.8,32,9999,1.8,9999,63,9999,9999,9999,9999,9999,41,9999,4.7
1343,Metallura tyrianthina,Hembra,1,9999,3,3.1,13.4,9999,1.2,9999,48,9999,9999,9999,9999,9999,31,9999,4.3
1344,Heliangelus amethysticollis,Indefinido,1,9999,6.2,4.2,19.6,9999,1.9,9999,67,9999,9999,9999,9999,9999,45,9999,5
1345,Coeligena bonapartei,Indefinido,1,9999,6.6,4,34.7,9999,2.4,9999,62,9999,9999,9999,9999,9999,47,9999,5
1346,Lafresnaya lafresnayi,Indefinido,1,9999,5.4,3.7,32.7,9999,1.7,9999,61,9999,9999,9999,9999,9999,38,9999,5.5
1347,Metallura tyrianthina,Indefinido,1,9999,3.2,4.9,12.5,9999,1.6,9999,47,9999,9999,9999,9999,9999,32.9,9999,4.2
1348,Metallura tyrianthina,Hembra,1,9999,15,1.3,3.2,9999,13.6,9999,50,9999,9999,9999,9999,9999,35,9999,3
1349,Metallura tyrianthina,Hembra,1,9999,3.1,1.5,3.2,9999,13.8,9999,42,9999,9999,9999,9999,9999,34.8,9999,4.4
1350,Colibri thalassinus,Indefinido,1,9999,5,3.7,23.9,9999,1.7,9999,64,9999,9999,9999,9999,9999,46,9999,4
1351,Lafresnaya lafresnayi,Hembra,1,9999,5.4,3.9,21.4,9999,1.9,9999,63,9999,9999,9999,9999,9999,43,9999,5.3
1352,Lafresnaya lafresnayi,Indefinido,1,9999,5.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1353,Coeligena bonapartei,Indefinido,1,9999,6.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1354,Lafresnaya lafresnayi,Indefinido,1,9999,8.6,4.7,22.9,9999,2,9999,74,9999,9999,9999,9999,9999,46,9999,5.3
1355,Metallura tyrianthina,Indefinido,1,9999,3,3,12.8,9999,1.3,9999,55,9999,9999,9999,9999,9999,40,9999,4.3
1356,Lafresnaya lafresnayi,Indefinido,1,9999,5.8,4.5,31.5,9999,2,9999,67,9999,9999,9999,9999,9999,38.6,9999,4.2
1357,Metallura tyrianthina,Indefinido,1,9999,3,3.4,12.8,9999,1.3,9999,51,9999,9999,9999,9999,9999,32.9,9999,3
1358,Colibri thalassinus,Indefinido,1,9999,4.6,4.3,21,9999,2.1,9999,61,9999,9999,9999,9999,9999,39.2,9999,3.8
1359,Colibri thalassinus,Indefinido,1,9999,5,3.9,21.5,9999,2,9999,62,9999,9999,9999,9999,9999,38.9,9999,4
1360,Lafresnaya lafresnayi,Hembra,1,9999,5.2,4.3,28.3,9999,2.4,9999,62,9999,9999,9999,9999,9999,14.9,9999,4.8
1361,Eriocnemis vestita,Macho,1,9999,4.6,4.5,21.8,9999,1.5,9999,60,9999,9999,9999,9999,9999,44,9999,3.7
1362,Metallura tyrianthina,Hembra,1,9999,3.2,3.8,14.2,9999,1.2,9999,46,9999,9999,9999,9999,9999,37,9999,4.1
1363,Metallura tyrianthina,Macho,1,9999,3.6,3.2,13.2,9999,1.2,9999,56,9999,9999,9999,9999,9999,44,9999,4.4
1364,Eriocnemis vestita,Macho,1,9999,5,4.1,22,9999,1.5,9999,59,9999,9999,9999,9999,9999,44,9999,4.5
1365,Metallura tyrianthina,Indefinido,1,9999,3.2,5.1,12.1,9999,1.6,9999,69,9999,9999,9999,9999,9999,37.1,9999,3.7
1366,Metallura tyrianthina,Indefinido,1,9999,4.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1367,Metallura tyrianthina,Indefinido,1,9999,3.2,4,13.5,9999,1.6,9999,55,9999,9999,9999,9999,9999,41,9999,3.9
1368,Eriocnemis vestita,Macho,1,9999,5,3.7,22.1,9999,1.4,9999,58,9999,9999,9999,9999,9999,38,9999,4.7
1369,Heliangelus amethysticollis,Indefinido,1,9999,6.2,4.1,18.7,9999,2,9999,66,9999,9999,9999,9999,9999,40.9,9999,3.8
1370,Metallura tyrianthina,Macho,1,9999,3.2,4.1,12,9999,1.2,9999,52,9999,9999,9999,9999,9999,31.8,9999,4
1371,Heliangelus amethysticollis,Indefinido,1,9999,6.2,4.4,14.3,9999,2.1,9999,69,9999,9999,9999,9999,9999,41,9999,4.3
1372,Eriocnemis cupreoventris,Indefinido,1,9999,5.2,3.6,22.4,9999,1.8,9999,59,9999,9999,9999,9999,9999,40,9999,4.5
1373,Heliangelus amethysticollis,Indefinido,1,9999,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1374,Eriocnemis cupreoventris,Indefinido,1,9999,5.2,3.5,20,9999,1.6,9999,58,9999,9999,9999,9999,9999,41,9999,3.8
1375,Eriocnemis cupreoventris,Macho,1,9999,5.2,3.3,20.8,9999,1.5,9999,60,9999,9999,9999,9999,9999,40,9999,4.4
1376,Metallura tyrianthina,Macho,1,9999,3.2,2.6,15,9999,1.3,9999,48,9999,9999,9999,9999,9999,36,9999,4.1
1377,Metallura tyrianthina,Indefinido,1,9999,2.6,3,13.2,9999,1.1,9999,48,9999,9999,9999,9999,9999,33,9999,3.5
1378,Ocreatus underwoodii,Indefinido,1,9999,4,2.3,11.3,9999,1,9999,49,9999,9999,9999,9999,9999,9999,9999,4.2
1379,Metallura tyrianthina,Macho,1,9999,3.5,6.2,14,9999,1.8,9999,53,9999,9999,9999,9999,9999,34,9999,4.6
1380,Eriocnemis vestita,Macho,1,9999,5,5.7,22.7,9999,2,9999,60,9999,9999,9999,9999,9999,45,9999,4.6
1381,Heliangelus amethysticollis,Macho,1,9999,6.5,5,20.4,9999,2.2,9999,65,9999,9999,9999,9999,9999,43,9999,5.8
1382,Coeligena coeligena,Macho,1,9999,7,4.9,35.6,9999,2,9999,73,9999,9999,9999,9999,9999,38,9999,4.2
1383,Lafresnaya lafresnayi,Hembra,1,9999,5.5,4.7,31.5,9999,2.1,9999,60,9999,9999,9999,9999,9999,38,9999,4.7
1384,Eriocnemis vestita,Hembra,1,9999,4.5,4.7,19.9,9999,1.9,9999,58,9999,9999,9999,9999,9999,37,9999,42
1385,Eriocnemis vestita,Hembra,1,9999,4.5,4,23.7,9999,1.6,9999,60,9999,9999,9999,9999,9999,41,9999,4.4
1386,Coeligena helianthea,Macho,1,9999,7,5.2,34.5,9999,2.7,9999,72,9999,9999,9999,9999,9999,42,9999,4.5
1387,Heliangelus amethysticollis,Macho,1,9999,9999,6,20.3,9999,2.1,9999,61,9999,9999,9999,9999,9999,43,9999,4.9
1388,Eriocnemis vestita,Indefinido,1,9999,4.5,5.5,15.7,9999,1.8,9999,60,9999,9999,9999,9999,9999,33,9999,5.2
1389,Metallura tyrianthina,Hembra,1,9999,3,2.9,13.5,9999,1.1,9999,50,9999,9999,9999,9999,9999,9999,9999,5
1390,Heliangelus amethysticollis,Macho,1,9999,5,4.2,206,9999,2.1,9999,59,9999,9999,9999,9999,9999,39,9999,5
1391,Metallura tyrianthina,Hembra,1,9999,3.5,4,13.3,9999,1.5,9999,51,9999,9999,9999,9999,9999,30,9999,4.7
1392,Heliangelus amethysticollis,Indefinido,1,9999,5,4.6,20.2,9999,2.4,9999,61,9999,9999,9999,9999,9999,38,9999,5
1393,Metallura tyrianthina,Indefinido,1,9999,3,2.8,13.2,9999,1.4,9999,53,9999,9999,9999,9999,9999,32,9999,4.7
1394,Eriocnemis vestita,Hembra,1,9999,4,4.1,22.7,9999,2,9999,61,9999,9999,9999,9999,9999,9999,9999,5.1
1395,Eriocnemis vestita,Hembra,1,9999,4,4.2,23.7,9999,2,9999,59,9999,9999,9999,9999,9999,39,9999,4.7
1396,Lafresnaya lafresnayi,Macho,1,9999,5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1397,Coeligena helianthea,Hembra,1,9999,7.4,4.2,29.7,9999,2.1,9999,68,9999,9999,9999,9999,9999,43,9999,5.3
1398,Metallura tyrianthina,Indefinido,1,9999,3,3.3,11.6,9999,1.1,9999,46,9999,9999,9999,9999,9999,26,9999,5.1
1399,Ramphomicron microrhynchum,Macho,1,9999,3.4,4.2,11.6,9999,1.2,9999,50,9999,9999,9999,9999,9999,47,9999,4.2
1400,Eriocnemis vestita,Indefinido,1,9999,5,3.8,23.2,9999,1.5,9999,59,9999,9999,9999,9999,9999,41,9999,5.6
1401,Ramphomicron microrhynchum,Hembra,1,9999,3.6,4.3,11.5,9999,1.4,9999,51,9999,9999,9999,9999,9999,35.6,9999,5.1
1402,Metallura tyrianthina,Indefinido,1,9999,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1403,Eriocnemis vestita,Indefinido,1,9999,5.6,4.3,24,9999,2.1,9999,62,9999,9999,9999,9999,9999,41,9999,5
1404,Metallura tyrianthina,Macho,1,9999,3,4,13.8,9999,1.6,9999,57,9999,9999,9999,9999,9999,34,9999,5
1405,Metallura tyrianthina,Macho,1,9999,3.5,3.7,13.6,9999,1.5,9999,57,9999,9999,9999,9999,9999,34,9999,4.7
1406,Metallura tyrianthina,Macho,1,9999,3,3.4,13.5,9999,1.8,9999,55,9999,9999,9999,9999,9999,33,9999,4.8
1407,Metallura tyrianthina,Hembra,1,9999,3,3.6,12.4,9999,1.8,9999,56,9999,9999,9999,9999,9999,38,9999,4.6
1408,Metallura tyrianthina,Hembra,1,9999,3,3.5,13.9,9999,1.9,9999,56,9999,9999,9999,9999,9999,30,9999,4.4
1409,Metallura tyrianthina,Hembra,1,9999,3,3.2,14.2,9999,1.8,9999,51,9999,9999,9999,9999,9999,31,9999,4.6
1410,Metallura tyrianthina,Macho,1,9999,3,3.9,13.7,9999,1.5,9999,53,9999,9999,9999,9999,9999,37,9999,4.8
1411,Heliangelus amethysticollis,Macho,1,9999,5,4.5,21.1,9999,2,9999,62,9999,9999,9999,9999,9999,41,9999,4.9
1412,Eriocnemis vestita,Hembra,1,9999,4.5,4.2,24,9999,2.6,9999,57,9999,9999,9999,9999,9999,38,9999,4.9
1413,Metallura tyrianthina,Hembra,1,9999,3,3.2,13,9999,1.6,9999,50,9999,9999,9999,9999,9999,31,9999,4.9
1414,Metallura tyrianthina,Hembra,1,9999,3,3.5,13.7,9999,1.6,9999,52,9999,9999,9999,9999,9999,35,9999,4.7
1415,Metallura tyrianthina,Hembra,1,9999,3.2,3.5,13.9,9999,1,9999,50,9999,9999,9999,9999,9999,9999,9999,5.2
1416,Metallura tyrianthina,Hembra,1,9999,3.4,3.7,14.2,9999,1.2,9999,48,9999,9999,9999,9999,9999,34,9999,4.7
1417,Colibri thalassinus,Indefinido,1,9999,4.4,3.8,24.3,9999,1.7,9999,61,9999,9999,9999,9999,9999,38,9999,4.4
1418,Eriocnemis vestita,Indefinido,1,9999,5,3.7,22,9999,1.5,9999,58,9999,9999,9999,9999,9999,38,9999,5.1
1419,Metallura tyrianthina,Hembra,1,9999,3.4,3.5,15.6,9999,1.4,9999,47,9999,9999,9999,9999,9999,30,9999,4.5
1420,Coeligena helianthea,Hembra,1,9999,6.4,3.5,36.2,9999,1.5,9999,68,9999,9999,9999,9999,9999,43,9999,4.9
1421,Heliangelus amethysticollis,Indefinido,1,9999,5.2,4,29,9999,2,9999,60,9999,9999,9999,9999,9999,40,9999,5.3
1422,Metallura tyrianthina,Indefinido,1,9999,3,3.2,13.1,9999,1.1,9999,50,9999,9999,9999,9999,9999,35,9999,4.2
1423,Heliangelus amethysticollis,Indefinido,1,9999,6.5,5.4,20,9999,2,9999,66,9999,9999,9999,9999,9999,45,9999,6
1424,Metallura tyrianthina,Indefinido,1,9999,3.5,4.1,13.3,9999,1.6,9999,54,9999,9999,9999,9999,9999,44,9999,4.8
1425,Metallura tyrianthina,Macho,1,9999,3.5,3.7,13.6,9999,1.6,9999,52,9999,9999,9999,9999,9999,28,9999,4.8
1426,Metallura tyrianthina,Macho,1,9999,3.5,3.6,13.5,9999,1.6,9999,59,9999,9999,9999,9999,9999,43,9999,4.7
1427,Metallura tyrianthina,Hembra,1,9999,3,3.8,13.5,9999,1.6,9999,47,9999,9999,9999,9999,9999,39,9999,4.3
1428,Heliangelus amethysticollis,Indefinido,1,9999,6.5,5.2,20.7,9999,2.5,9999,69,9999,9999,9999,9999,9999,43,9999,5.9
1429,Metallura tyrianthina,Indefinido,1,9999,3.5,3.3,13.2,9999,1.7,9999,52,9999,9999,9999,9999,9999,36,9999,3.7
1430,Heliangelus amethysticollis,Indefinido,1,9999,5.5,4.2,20.9,9999,2.2,9999,61,9999,9999,9999,9999,9999,44,9999,6.2
1431,Metallura tyrianthina,Indefinido,1,9999,3.4,4.4,13.5,9999,1.8,9999,58,9999,9999,9999,9999,9999,38.1,9999,4.3
1432,Metallura tyrianthina,Indefinido,1,9999,2.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1433,Coeligena helianthea,Macho,1,9999,7.4,4.5,31.4,9999,2.6,9999,75,9999,9999,9999,9999,9999,40.7,9999,5.9
1434,Metallura tyrianthina,Hembra,1,9999,3,3.5,13.5,9999,1.2,9999,49,9999,9999,9999,9999,9999,33,9999,4.8
1435,Coeligena helianthea,Hembra,1,9999,5.5,5,39.3,9999,1.9,9999,70,9999,9999,9999,9999,9999,45,9999,4.8
1436,Heliangelus amethysticollis,Indefinido,1,9999,5,4.5,22,9999,2,9999,59,9999,9999,9999,9999,9999,41,9999,5.7
1437,Metallura tyrianthina,Hembra,1,9999,2.5,3.6,13.7,9999,1.3,9999,50,9999,9999,9999,9999,9999,36,9999,4.5
1438,Opisthoprora euryptera,Macho,1,9999,7,4.5,19.8,9999,2.4,9999,63,9999,9999,9999,9999,9999,46,9999,6
1439,Eriocnemis cupreoventris,Indefinido,1,9999,4.8,3.8,21.6,9999,2,9999,63,9999,9999,9999,9999,9999,41,9999,4.3
1440,Coeligena helianthea,Hembra,1,9999,4.8,5,38,9999,2.1,9999,63,9999,9999,9999,9999,9999,42,9999,4.3
1441,Eriocnemis vestita,Indefinido,1,9999,4.8,4.1,20.3,9999,2.1,9999,61,9999,9999,9999,9999,9999,39.8,9999,4.9
1442,Eriocnemis vestita,Indefinido,1,9999,4.4,4.3,18.4,9999,2,9999,63,9999,9999,9999,9999,9999,39.4,9999,5.1
1443,Metallura tyrianthina,Indefinido,1,9999,3.2,3.8,12.4,9999,1.4,9999,53,9999,9999,9999,9999,9999,31.7,9999,3.6
1444,Metallura tyrianthina,Indefinido,1,9999,3,3.5,14.1,9999,1.2,9999,48,9999,9999,9999,9999,9999,32,9999,4.4
1445,Lafresnaya lafresnayi,Hembra,1,9999,5,4.2,30.9,9999,1.7,9999,61,9999,9999,9999,9999,9999,36,9999,4.2
1446,Eriocnemis vestita,Macho,1,9999,5.5,4.8,20.5,9999,2,9999,61,9999,9999,9999,9999,9999,47,9999,4.5
1447,Metallura tyrianthina,Hembra,1,9999,3.5,3.7,15.2,9999,1.5,9999,51,9999,9999,9999,9999,9999,35,9999,4.4
1448,Metallura tyrianthina,Hembra,1,9999,3.5,4.2,13.2,9999,1.3,9999,50,9999,9999,9999,9999,9999,37,9999,4.7
1449,Eriocnemis vestita,Hembra,1,9999,5,3.9,23.1,9999,1.9,9999,60,9999,9999,9999,9999,9999,43,9999,5.5
1450,Lafresnaya lafresnayi,Hembra,1,9999,5.5,4.3,33,9999,2.1,9999,61,9999,9999,9999,9999,9999,41,9999,4.2
1451,Metallura tyrianthina,Hembra,1,9999,3.5,4.5,14.5,9999,1.9,9999,51,9999,9999,9999,9999,9999,36,9999,4.9
1452,Eriocnemis vestita,Macho,1,9999,5.5,4.7,20.2,9999,2,9999,58,9999,9999,9999,9999,9999,44,9999,5.1
1453,Eriocnemis vestita,Hembra,1,9999,4,4.6,22.6,9999,1.6,9999,58,9999,9999,9999,9999,9999,43,9999,5.4
1454,Eriocnemis vestita,Hembra,1,9999,5,3.5,24,9999,2.2,9999,59,9999,9999,9999,9999,9999,44,9999,4.9
1455,Metallura tyrianthina,Hembra,1,9999,3.5,3.6,13.2,9999,1.6,9999,47,9999,9999,9999,9999,9999,35,9999,4.7
1456,Eriocnemis vestita,Macho,1,9999,5,3.2,20.9,9999,2.2,9999,62,9999,9999,9999,9999,9999,45,9999,5.7
1457,Eriocnemis vestita,Hembra,1,9999,4.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1458,Eriocnemis vestita,Macho,1,9999,5,5.2,22.7,9999,2.1,9999,57,9999,9999,9999,9999,9999,43,9999,3.3
1459,Lafresnaya lafresnayi,Hembra,1,9999,5,3.7,31,9999,2.2,9999,60,9999,9999,9999,9999,9999,39,9999,4.2
1460,Chalcostigma heteropogon,Hembra,1,9999,5.5,4.2,17,9999,2,9999,63,9999,9999,9999,9999,9999,54,9999,6.1
1461,Eriocnemis vestita,Hembra,1,9999,5,3.7,23.1,9999,2.1,9999,60,9999,9999,9999,9999,9999,41,9999,5.3
1462,Eriocnemis vestita,Indefinido,1,9999,5.4,4.5,2,9999,2.4,9999,62,9999,9999,9999,9999,9999,45,9999,45
1463,Heliangelus amethysticollis,Indefinido,1,9999,5.8,3.6,19.1,9999,2.1,9999,71,9999,9999,9999,9999,9999,42.3,9999,3.8
1464,Eriocnemis vestita,Indefinido,1,9999,5,4,24.3,9999,1.7,9999,59,9999,9999,9999,9999,9999,39,9999,5.4
1465,Metallura tyrianthina,Macho,1,9999,4,5,13.9,9999,2,9999,54,9999,9999,9999,9999,9999,39,9999,4.1
1466,Eriocnemis vestita,Macho,1,9999,5,6.8,17.3,9999,2.5,9999,56,9999,9999,9999,9999,9999,35,9999,4
1467,Metallura tyrianthina,Macho,1,9999,3,6.8,14.5,9999,2,9999,55,9999,9999,9999,9999,9999,39,9999,4.2
1468,Eriocnemis vestita,Hembra,1,9999,6.5,57,22.3,9999,2.5,9999,60,9999,9999,9999,9999,9999,43,9999,42
1469,Metallura tyrianthina,Hembra,1,9999,3,5.4,13.1,9999,2,9999,34,9999,9999,9999,9999,9999,0,9999,448
1470,Colibri coruscans,Macho,1,9999,8,6.6,30.5,9999,5.6,9999,72,9999,9999,9999,9999,9999,41,9999,4.8
1471,Heliangelus amethysticollis,Indefinido,1,9999,5,4.7,22,9999,2,9999,59,9999,9999,9999,9999,9999,42,9999,4.7
1472,Heliangelus amethysticollis,Indefinido,1,9999,6.6,3.4,18.2,9999,2.2,9999,69,9999,9999,9999,9999,9999,42.3,9999,5.7
1473,Heliangelus amethysticollis,Indefinido,1,9999,5.2,4.2,21.4,9999,1.9,9999,61,9999,9999,9999,9999,9999,41,9999,5.4
1474,Heliangelus amethysticollis,Indefinido,1,9999,4.8,4.4,20.5,9999,1.8,9999,61,9999,9999,9999,9999,9999,39,9999,5.6
1475,Coeligena helianthea,Hembra,1,9999,6.4,9.8,5.2,9999,38.2,9999,68,9999,9999,9999,9999,9999,44,9999,5
1476,Metallura tyrianthina,Indefinido,1,9999,3.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1477,Coeligena helianthea,Indefinido,1,9999,6.8,4,32.4,9999,2,9999,68,9999,9999,9999,9999,9999,42,9999,4.2
1478,Metallura tyrianthina,Hembra,1,9999,3.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1479,Metallura tyrianthina,Macho,1,9999,5,4.5,17.8,9999,2.7,9999,61,9999,9999,9999,9999,9999,53,9999,5.2
1480,Metallura tyrianthina,Macho,1,9999,4.5,5.5,17.8,9999,2.2,9999,64,9999,9999,9999,9999,9999,52,9999,5.3
1481,Metallura tyrianthina,Macho,1,9999,5,5.7,17.7,9999,2.2,9999,62,9999,9999,9999,9999,9999,50,9999,5.5
1482,Eriocnemis vestita,Macho,1,9999,5,5.2,21.7,9999,1.9,9999,60,9999,9999,9999,9999,9999,40,9999,9999
1483,Eriocnemis vestita,Hembra,1,9999,4.5,5,23.8,9999,1.8,9999,59,9999,9999,9999,9999,9999,40,9999,4.3
1484,Chalcostigma heteropogon,Hembra,1,9999,5.5,5.7,17.1,9999,2.2,9999,64,9999,9999,9999,9999,9999,49,9999,4.6
1485,Chalcostigma heteropogon,Indefinido,1,9999,5,5.2,16.5,9999,1.7,9999,61,9999,9999,9999,9999,9999,50,9999,5.4
1486,Chalcostigma heteropogon,Indefinido,1,9999,6,5,15.7,9999,2,9999,65,9999,9999,9999,9999,9999,50,9999,5.4
1487,Chalcostigma heteropogon,Indefinido,1,9999,6,5,17.1,9999,2.2,9999,65,9999,9999,9999,9999,9999,49,9999,5.1
1488,Eriocnemis vestita,Macho,1,9999,5,5.5,22,9999,2,9999,59,9999,9999,9999,9999,9999,44,9999,4.5
1489,Chalcostigma heteropogon,Hembra,1,9999,5,46,18.4,9999,19,9999,66,9999,9999,9999,9999,9999,54,9999,49
1490,Eriocnemis cupreoventris,Hembra,1,9999,5.5,5.5,22.8,9999,1.9,9999,60,9999,9999,9999,9999,9999,45,9999,4.4
1491,Metallura tyrianthina,Macho,1,9999,3.5,4.2,14.6,9999,2,9999,54,9999,9999,9999,9999,9999,40,9999,3.8
1492,Eriocnemis vestita,Macho,1,9999,4.5,4.5,21.1,9999,2.7,9999,57,9999,9999,9999,9999,9999,38,9999,4.9
1493,Chalcostigma heteropogon,Indefinido,1,9999,5.7,5.5,18.4,9999,2.5,9999,61,9999,9999,9999,9999,9999,53,9999,5.9
1494,Chalcostigma heteropogon,Hembra,1,9999,5,5,18.3,9999,2.6,9999,64,9999,9999,9999,9999,9999,48,9999,5.6
1495,Eriocnemis alinae,Hembra,1,9999,3.5,4.4,20.1,9999,2,9999,48,9999,9999,9999,9999,9999,32,9999,4
1496,Metallura tyrianthina,Macho,1,9999,3,4.9,12.8,9999,1.8,9999,51,9999,9999,9999,9999,9999,38,9999,5.1
1497,Colibri coruscans,Indefinido,1,9999,7,6.5,30,9999,2.7,9999,70,9999,9999,9999,9999,9999,41,9999,4.4
1498,Eriocnemis vestita,Indefinido,1,9999,4.8,5.3,21.4,9999,1.9,9999,62,9999,9999,9999,9999,9999,45.3,9999,5.2
1499,Eriocnemis vestita,Indefinido,1,9999,4.8,5.1,23.2,9999,2,9999,60,9999,9999,9999,9999,9999,42,9999,4.9
1500,Metallura tyrianthina,Hembra,1,9999,3.2,3.4,14.7,9999,1.6,9999,56,9999,9999,9999,9999,9999,33.4,9999,4.3
1501,Metallura tyrianthina,Indefinido,1,9999,3.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1502,Metallura tyrianthina,Hembra,1,9999,3.2,4.4,13.5,9999,1.4,9999,54,9999,9999,9999,9999,9999,32.5,9999,4.9
1503,Chalcostigma heteropogon,Indefinido,1,9999,6.5,5.1,17.6,9999,2.6,9999,68,9999,9999,9999,9999,9999,58,9999,5
1504,Metallura tyrianthina,Macho,1,9999,3.5,4.9,4.5,9999,2.1,9999,58,9999,9999,9999,9999,9999,40,9999,4.1
1505,Eriocnemis cupreoventris,Macho,1,9999,6,4.5,23.6,9999,2.2,9999,60,9999,9999,9999,9999,9999,41,9999,4.5
1506,Chalcostigma heteropogon,Macho,1,9999,5.5,5.4,18.1,9999,2.7,9999,60,9999,9999,9999,9999,9999,55,9999,5.7
1507,Eriocnemis vestita,Macho,1,9999,5,3.7,22.1,9999,2.1,9999,60,9999,9999,9999,9999,9999,44,9999,5
1508,Eriocnemis vestita,Macho,1,9999,5,4.6,22.7,9999,1.7,9999,58,9999,9999,9999,9999,9999,40,9999,4.3
1509,Eriocnemis vestita,Macho,1,9999,5,4.4,22.3,9999,2.2,9999,58,9999,9999,9999,9999,9999,45,9999,4.5
1510,Eriocnemis vestita,Macho,1,9999,5,4.3,20.1,9999,2,9999,57,9999,9999,9999,9999,9999,45,9999,4.7
1511,Eriocnemis vestita,Macho,1,9999,5,4.6,22.7,9999,2.3,9999,53,9999,9999,9999,9999,9999,44,9999,4.5
1512,Amazilia fimbriata,Indefinido,1,9999,5.1,4.5,23.3,9999,1.9,9999,54,9999,9999,9999,9999,9999,30,9999,4.2
1513,Amazilia fimbriata,Indefinido,1,9999,5.2,4.6,23.5,9999,2.3,9999,55,9999,9999,9999,9999,9999,26,9999,4.5
1514,Amazilia fimbriata,Indefinido,1,9999,4.3,4.2,24,9999,1.9,9999,53,9999,9999,9999,9999,9999,30,9999,4.5
1515,Amazilia fimbriata,Hembra,1,9999,4.4,4.2,24.4,9999,1.9,9999,53,9999,9999,9999,9999,9999,28,9999,4.2
1516,Amazilia fimbriata,Macho,1,9999,4.5,5,24.4,9999,2.1,9999,55,9999,9999,9999,9999,9999,28,9999,4.6
1517,Amazilia fimbriata,Indefinido,1,9999,4.5,4.9,25.2,9999,2.4,9999,52,9999,9999,9999,9999,9999,29,9999,4.6
1518,Amazilia fimbriata,Indefinido,1,9999,5.4,4.6,25.9,9999,1,9999,57,9999,9999,9999,9999,9999,33,9999,4.6
1519,Amazilia fimbriata,Indefinido,1,9999,5.1,5,22.1,9999,2,9999,56,9999,9999,9999,9999,9999,30,9999,4.2
1520,Amazilia fimbriata,Indefinido,1,9999,5.1,4.3,23.6,9999,2.2,9999,55,9999,9999,9999,9999,9999,31,9999,3.7
